Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
698df3c5357d3b667db62651,67e830bb6eaebc236b9cd37e,AWAITING REVIEW,Not Applicable,2026-02-12T15:37:50.284000Z,2026-02-12T16:04:28.179000Z,,2026-02-12T16:04:28.526000Z,1598.0,CWLQFHAM,5418,63,Female,White,United States,United States,United States,English,No,Full-Time
698df6a0f229dcca9a8d590f,669150c4ca6ea56274c3e472,AWAITING REVIEW,Not Applicable,2026-02-12T15:49:55.394000Z,2026-02-12T16:08:50.504000Z,,2026-02-12T16:08:50.874742Z,1136.0,CWLQFHAM,546,25,Male,White,United States,United States,United States,English,No,Full-Time
698df6a2464b0007dbb8c17a,6702c3ee33eed6369eb34c8f,AWAITING REVIEW,Not Applicable,2026-02-12T15:50:00.318000Z,2026-02-12T16:18:34.602000Z,,2026-02-12T16:18:34.969185Z,1715.0,CWLQFHAM,1250,45,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698df6a51ea53ae88bc94c32,5ba91685d08ab20001c83a13,AWAITING REVIEW,Not Applicable,2026-02-12T15:50:04.748000Z,2026-02-12T16:09:03.939000Z,,2026-02-12T16:09:04.281593Z,1140.0,CWLQFHAM,1325,35,Male,White,Ireland,United States,United States,English,No,Full-Time
698e0065e60c0eff1f184d4a,680c0636408121caf12fe0d1,AWAITING REVIEW,Not Applicable,2026-02-12T16:32:16.192000Z,2026-02-12T17:09:56.824000Z,,2026-02-12T17:09:57.161708Z,2261.0,CWLQFHAM,6884,62,Female,Black,United States,United States,United States,English,Yes,DATA_EXPIRED
698e0ccf2fee8dd9a74a6072,62877d5f6a054e53313ac916,RETURNED,Not Applicable,2026-02-12T17:24:37.580000Z,,,2026-02-13T15:06:22.345750Z,,,14514,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0cd2dae44ce62970d15e,6369700320bc7dd22e733009,AWAITING REVIEW,Not Applicable,2026-02-12T17:24:40.773000Z,2026-02-12T17:44:37.483000Z,,2026-02-12T17:44:37.939864Z,1197.0,CWLQFHAM,10741,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
698e0cd8395799b6cb0790a4,663a8b6eababda7c864ed2ce,RETURNED,Not Applicable,2026-02-12T17:24:43.718000Z,,,2026-02-13T15:06:22.348944Z,,,750,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0d0b91147eef4074da21,65612a45629022b7c905ef6c,RETURNED,Not Applicable,2026-02-12T17:26:16.326000Z,,,2026-02-13T15:06:22.348176Z,,,3329,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0d0d043be69f07b77816,67ddf7048bb4a1eb57c71031,AWAITING REVIEW,Not Applicable,2026-02-12T17:32:20.279000Z,2026-02-12T18:36:35.468000Z,,2026-02-12T18:37:49.574250Z,3856.0,NOCODE,1949,39,Male,White,United States,United States,United States,English,No,Full-Time
698e0d22f2a1d9caa36ab42b,671d714b78c1624a723ee251,RETURNED,Not Applicable,2026-02-12T17:25:58.909000Z,,,2026-02-13T15:06:22.351480Z,,,2392,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0d4c98f2106882d2ec6b,617323e630f3fa36361cb35b,AWAITING REVIEW,Not Applicable,2026-02-12T17:26:40.691000Z,2026-02-12T17:46:42.158000Z,,2026-02-12T17:46:42.500454Z,1202.0,CWLQFHAM,8585,55,Female,White,United States,United States,United States,English,No,Full-Time
698e0d51e300501eaa785176,5ad7835e9c198c0001fad31a,AWAITING REVIEW,Not Applicable,2026-02-12T17:35:14.121000Z,2026-02-12T18:05:51.016000Z,,2026-02-12T18:05:51.527064Z,1837.0,CWLQFHAM,2672,37,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
698e0d55665d1e60f739e67a,673cf0b78dcb815764f01d60,RETURNED,Not Applicable,2026-02-12T17:27:25.882000Z,,,2026-02-13T15:06:22.351757Z,,,349,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0d8150a54e3e4dd5b9ed,616c056b42e788ef31efc4b0,AWAITING REVIEW,Not Applicable,2026-02-12T17:27:33.459000Z,2026-02-12T17:56:24.943000Z,,2026-02-12T17:56:25.299920Z,1732.0,CWLQFHAM,10035,41,Female,Asian,United States,United States,United States,English,No,Full-Time
698e0d8c2e9a686542cb12d8,5c1827dbebe9950001752e40,AWAITING REVIEW,Not Applicable,2026-02-12T17:27:44.120000Z,2026-02-12T17:45:47.846000Z,,2026-02-12T17:45:48.189794Z,1084.0,CWLQFHAM,4520,34,Male,White,United States,United States,United States,English,No,Full-Time
698e0dc22517eb6cf75d1b26,678af0a3161e3e871bbade54,RETURNED,Not Applicable,2026-02-12T17:28:58.283000Z,,,2026-02-13T15:06:22.352597Z,,,6515,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0ddc7e275e5f4f5769f1,607668ac450fc6e3025a131d,RETURNED,Not Applicable,2026-02-12T17:29:03.265000Z,,,2026-02-13T15:06:22.355222Z,,,7095,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0de9b4dcf8a3af4a9414,66cd40ce9bb246e2dc55429e,AWAITING REVIEW,Not Applicable,2026-02-12T17:29:17.273000Z,2026-02-12T17:49:12.180000Z,,2026-02-12T17:49:12.584241Z,1195.0,CWLQFHAM,1163,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e0df828e87679d144bcfc,6764cce7a10cc8e279651a57,AWAITING REVIEW,Not Applicable,2026-02-12T17:29:35.621000Z,2026-02-12T18:30:44.712000Z,,2026-02-12T18:30:45.082443Z,3670.0,CWLQFHAM,5535,31,Male,White,United States,United States,United States,English,Yes,Full-Time
698e0e20c10e3cea2b06b8a2,6266aa7132e3a5bf1631ac1b,RETURNED,Not Applicable,,,,2026-02-13T15:06:22.357349Z,,,5876,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0e4e8fe107d625a21eab,682634b74da614d118d7990e,AWAITING REVIEW,Not Applicable,2026-02-12T17:30:59.648000Z,2026-02-12T17:56:38.883000Z,,2026-02-12T17:56:39.235962Z,1540.0,CWLQFHAM,2178,28,Male,White,United States,United States,United States,English,No,Full-Time
698e0e51a3471b463cfd6614,652359572fd30ff57dfea7fb,RETURNED,Not Applicable,2026-02-12T17:33:26.436000Z,,,2026-02-13T15:06:22.356175Z,,,3041,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0e52ac43c90de380b0f9,5dd55652f30aa650f027e1c2,RETURNED,Not Applicable,2026-02-12T17:32:27.414000Z,,,2026-02-13T15:06:22.358434Z,,,11141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0e6435cb932ad7c990af,654d03ec6d9ed752946923cd,AWAITING REVIEW,Not Applicable,2026-02-12T17:31:20.576000Z,2026-02-12T18:21:44.817000Z,,2026-02-12T18:21:45.177264Z,3025.0,CWLQFHAM,697,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e0e8caa9d7da27e7e3253,5e7a2ccd69a7770604dfb352,AWAITING REVIEW,Not Applicable,2026-02-12T17:32:00.131000Z,2026-02-12T17:50:32.556000Z,,2026-02-12T17:50:32.914153Z,1113.0,CWLQFHAM,13556,52,Female,White,United States,United States,United States,English,No,Part-Time
698e0f298b0d3461667c01d0,694171da571767ed46eee2b0,AWAITING REVIEW,Not Applicable,2026-02-12T17:34:36.802000Z,2026-02-12T17:55:26.548000Z,,2026-02-12T17:55:26.944020Z,1250.0,CWLQFHAM,758,48,Female,White,United States,United States,United States,English,No,Other
698e0f41b179a997a1275bc2,5a09ebdf087f2e0001eae39f,RETURNED,Not Applicable,2026-02-12T17:35:00.445000Z,,,2026-02-13T15:06:22.359749Z,,,4670,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0f45ef8a202ff8c66154,67e9e4a4cddd6331b90f280c,RETURNED,Not Applicable,2026-02-12T17:35:24.861000Z,,,2026-02-13T15:06:22.361733Z,,,5365,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0f46fbe01086af049ad5,64badb09518eb5b219132eea,AWAITING REVIEW,Not Applicable,2026-02-12T17:35:07.816000Z,2026-02-12T17:57:07.607000Z,,2026-02-12T17:57:07.989412Z,1320.0,CWLQFHAM,4826,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e0f72784396d0bae2341d,695fd76cdc573c0c342fa134,RETURNED,Not Applicable,2026-02-12T17:35:50.144000Z,,,2026-02-13T15:06:22.362840Z,,,98,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e0fbdda2c7ae8bd17a307,5f0a686635f72917e94c7a63,AWAITING REVIEW,Not Applicable,2026-02-12T17:37:53.720000Z,2026-02-12T18:05:02.900000Z,,2026-02-12T18:05:03.240445Z,1630.0,CWLQFHAM,8753,45,Female,Other,United States,United States,United States,English,No,Full-Time
698e103434ea9091f1698b0e,606cf604adbb6982bb382881,AWAITING REVIEW,Not Applicable,2026-02-12T17:39:07.106000Z,2026-02-12T18:01:49.882000Z,,2026-02-12T18:01:50.648836Z,1363.0,CWLQFHAM,10250,40,Male,White,United States,United States,United States,English,No,Full-Time
698e1037c1fbc02cff730ec4,66e9a6cf278a9806ebe7bd0b,AWAITING REVIEW,Not Applicable,2026-02-12T17:39:39.198000Z,2026-02-12T17:59:50.593000Z,,2026-02-12T17:59:50.942046Z,1212.0,CWLQFHAM,3471,36,Male,White,United States,United States,United States,English,No,Full-Time
698e105211e96b500f6f5ea2,697b8c64c1a826a7de68e7ae,AWAITING REVIEW,Not Applicable,2026-02-12T17:39:38.279000Z,2026-02-12T18:05:23.885000Z,,2026-02-12T18:05:24.221160Z,1546.0,CWLQFHAM,148,64,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
698e1071ca23b5b74859b5b3,65c12f748c1ed7690f805fb4,AWAITING REVIEW,Not Applicable,2026-02-12T17:40:32.495000Z,2026-02-12T18:04:23.829000Z,,2026-02-12T18:04:24.240567Z,1432.0,CWLQFHAM,1635,59,Male,White,United States,United States,United States,English,No,Full-Time
698e10af6c0bc28f2b0ca5cc,615914a33224dc31f1045612,AWAITING REVIEW,Not Applicable,2026-02-12T17:41:10.153000Z,2026-02-12T18:08:51.874000Z,,2026-02-12T18:08:52.218223Z,1662.0,CWLQFHAM,10512,65,Male,White,United States,United States,United States,English,No,Full-Time
698e10d7fe595dd6ac9e6603,675cb36b51ef22e70c4da7e2,TIMED-OUT,Not Applicable,2026-02-12T17:42:13.222000Z,,,2026-02-13T15:06:22.363303Z,77050.0,,3632,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e115251dcfc8ce4421876,66a02d45a7db35d93c9f6a81,AWAITING REVIEW,Not Applicable,2026-02-12T17:43:50.393000Z,2026-02-12T18:06:56.964000Z,,2026-02-12T18:06:57.317356Z,1387.0,CWLQFHAM,6172,27,Male,White,United States,United States,United States,English,Yes,Full-Time
698e115e031d19c85c8fdc4f,65e7795d1685521fd01bd49a,RETURNED,Not Applicable,2026-02-12T17:44:05.326000Z,,,2026-02-13T15:06:22.365798Z,,,3322,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e118aa1173a47c43a8350,5ac5a9a9f69e940001d984b5,AWAITING REVIEW,Not Applicable,2026-02-12T17:44:45.444000Z,2026-02-12T18:02:48.874000Z,,2026-02-12T18:02:49.226862Z,1084.0,CWLQFHAM,7185,47,Male,White,United States,United States,United States,English,No,Part-Time
698e118dad1939e3c80d6cd0,6717f0ac88d9f27d9b79af31,AWAITING REVIEW,Not Applicable,2026-02-12T17:44:48.268000Z,2026-02-12T18:03:37.426000Z,,2026-02-12T18:03:37.816390Z,1130.0,CWLQFHAM,2136,50,Female,White,United States,United States,United States,English,No,Full-Time
698e11913761d296e0eef7dc,663a7dc83986ee24fb6ec0e6,RETURNED,Not Applicable,2026-02-12T17:44:53.656000Z,,,2026-02-13T15:06:22.366648Z,,,8909,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e1191c31099f41b10af03,6676de84b74db82737117749,AWAITING REVIEW,Not Applicable,2026-02-12T17:44:58.038000Z,2026-02-12T18:12:23.904000Z,,2026-02-12T18:12:24.306333Z,1646.0,CWLQFHAM,1798,71,Male,White,Brazil,United States,United States,Portuguese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
698e11a1d2c7ea041ac70eed,612962f44f151ddfd0298c52,AWAITING REVIEW,Not Applicable,2026-02-12T17:45:11.611000Z,2026-02-12T18:08:15.526000Z,,2026-02-12T18:08:15.903478Z,1384.0,CWLQFHAM,14772,65,Male,White,United States,United States,United States,English,No,Full-Time
698e11a324e5a851ed2380cb,667871d17d7fdf0358f82a28,AWAITING REVIEW,Not Applicable,2026-02-12T17:45:11.419000Z,2026-02-12T18:04:01.901000Z,,2026-02-12T18:04:02.287926Z,1131.0,CWLQFHAM,9611,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e11ad4fdb02083b3ad20e,696171405853fc35f15a4872,AWAITING REVIEW,Not Applicable,2026-02-12T17:45:21.370000Z,2026-02-12T18:07:23.192000Z,,2026-02-12T18:07:23.538333Z,1322.0,CWLQFHAM,110,43,Female,White,United States,United States,United States,English,No,Other
698e11b45c4d68494c82bd87,6276d97e209059496d37bf74,RETURNED,Not Applicable,2026-02-12T17:46:55.299000Z,,,2026-02-13T15:06:22.367248Z,,,8993,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e11c18a79b5fa0363745c,67cc82d73c1dc6dab0da3147,RETURNED,Not Applicable,2026-02-12T17:45:37.239000Z,,,2026-02-13T15:06:22.372216Z,,,1746,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e11ccb6e398a40babb95a,67dd40b531ab9c33ff61e98e,AWAITING REVIEW,Not Applicable,2026-02-12T17:45:48.683000Z,2026-02-12T18:11:27.025000Z,,2026-02-12T18:11:27.396231Z,1539.0,CWLQFHAM,2098,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e11d2ac1768cf6ffa23e2,67e406244bfad9999a051c1e,AWAITING REVIEW,Not Applicable,2026-02-12T17:45:54.988000Z,2026-02-12T18:43:34.501000Z,,2026-02-12T18:43:34.853785Z,3460.0,CWLQFHAM,1608,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e11fe8e24c42e56de9f3d,678a85c749e99bc3baed6452,RETURNED,Not Applicable,2026-02-12T17:46:38.044000Z,,,2026-02-13T15:06:22.370936Z,,,2194,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e12021205b66aa81698c2,67d9625169884c7fdecaf0a6,RETURNED,Not Applicable,2026-02-12T17:46:42.697000Z,,,2026-02-13T15:06:22.374159Z,,,1148,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e12048c689ae4b40d8809,67dd4210d92f4c3aac8d944c,AWAITING REVIEW,Not Applicable,2026-02-12T17:46:44.313000Z,2026-02-12T18:51:27.643000Z,,2026-02-12T18:51:28.000692Z,3884.0,CWLQFHAM,1434,34,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e12164b2ebe3991641736,65055af809999c0ee7cee26d,AWAITING REVIEW,Not Applicable,2026-02-12T17:47:05.219000Z,2026-02-12T18:11:32.475000Z,,2026-02-12T18:11:32.834547Z,1468.0,CWLQFHAM,2837,30,Female,Asian,United States,United States,United States,English,No,Full-Time
698e127a494a2226f83cd9ba,601848135aa9ba08c66cff6a,AWAITING REVIEW,Not Applicable,2026-02-12T17:48:46.265000Z,2026-02-12T18:09:50.080000Z,,2026-02-12T18:09:50.449950Z,1264.0,CWLQFHAM,5041,46,Male,Black,United States,United States,United States,English,No,Full-Time
698e128699b7bbebe11a5fa9,5d23460ad4c57900192b129c,AWAITING REVIEW,Not Applicable,2026-02-12T17:49:03.222000Z,2026-02-12T18:09:46.487000Z,,2026-02-12T18:09:46.836009Z,1244.0,CWLQFHAM,8119,38,Female,White,United States,United States,United States,English,No,Full-Time
698e128ae3afbd0280576507,62897d2024f826ea90b7efa1,AWAITING REVIEW,Not Applicable,2026-02-12T17:49:15.301000Z,2026-02-12T18:08:25.358000Z,,2026-02-12T18:08:25.728676Z,1151.0,CWLQFHAM,12501,72,Female,White,United States,United States,United States,English,No,Part-Time
698e12a051c59ca2a2c8638d,650b03136ab3d4c832d98b71,RETURNED,Not Applicable,2026-02-12T17:49:20.329000Z,,,2026-02-13T15:06:22.381930Z,,,15545,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e13063f15433f5e58bd50,5ee834d45f0f48129a79b683,RETURNED,Not Applicable,2026-02-12T17:56:40.432000Z,,,2026-02-13T15:06:22.380543Z,,,2028,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e1307e469b76215585deb,655f8b959477c803eb906622,AWAITING REVIEW,Not Applicable,2026-02-12T17:52:01.997000Z,2026-02-12T18:11:48.140000Z,,2026-02-12T18:11:48.477906Z,1187.0,CWLQFHAM,1883,22,Female,Asian,United Arab Emirates,United States,United States,Arabic,No,Unemployed (and job seeking)
698e130eafa4ad20e17daa42,60c770aa2d2928bfda4c7cd4,RETURNED,Not Applicable,2026-02-12T17:51:17.776000Z,,,2026-02-13T15:06:22.386407Z,,,14481,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e135e35c7190233221494,60e37439f7c69f9e2d4466eb,AWAITING REVIEW,Not Applicable,2026-02-12T17:53:17.470000Z,2026-02-12T18:21:09.452000Z,,2026-02-12T18:21:09.812236Z,1672.0,CWLQFHAM,5698,62,Female,Black,United States,United States,United States,English,No,Part-Time
698e13839c963c7417db19a4,62b35a7d9d9cd966ebcf3ef8,RETURNED,Not Applicable,2026-02-12T17:53:15.874000Z,,,2026-02-13T15:06:22.383712Z,,,4756,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e13ef822eee453b780646,5b5a822e1ad8270001c4f28d,RETURNED,Not Applicable,2026-02-12T17:54:57.977000Z,,,2026-02-13T15:06:22.385097Z,,,16965,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e140cf4ff556195466f96,62b9c2f1e55fe9f17dfedc5d,RETURNED,Not Applicable,2026-02-12T17:55:32.464000Z,,,2026-02-13T15:06:22.389674Z,,,11435,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e155d0153ce2ac10e9c6a,63bcf141136313265f65eec9,AWAITING REVIEW,Not Applicable,2026-02-12T18:01:08.739000Z,2026-02-12T18:33:07.537000Z,,2026-02-12T19:03:51.204511Z,1919.0,CWLQFHAM,2471,75,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
698e15651585687f59e6c6fb,67e1da8a432675c0e850e8d1,AWAITING REVIEW,Not Applicable,2026-02-12T18:01:15.793000Z,2026-02-12T18:26:27.512000Z,,2026-02-12T18:26:27.856942Z,1512.0,CWLQFHAM,3287,42,DATA_EXPIRED,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e158568c8f1a1d0ac7db5,615e1782e969d4939045c54f,AWAITING REVIEW,Not Applicable,2026-02-12T18:01:59.101000Z,2026-02-12T18:47:55.630000Z,,2026-02-12T18:47:56.000703Z,2757.0,CWLQFHAM,2376,35,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
698e169d5d7161286f570011,659daa1ed4e13d6428103c1f,AWAITING REVIEW,Not Applicable,2026-02-12T18:06:47.939000Z,2026-02-12T18:24:22.696000Z,,2026-02-12T18:24:23.047093Z,1055.0,CWLQFHAM,8409,61,Female,Asian,India,United States,United States,Hindi,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
698e16ce1e6cadcfea3ad29f,66ac145b55e2055063cd4079,AWAITING REVIEW,Not Applicable,2026-02-12T18:07:18.092000Z,2026-02-12T18:53:21.830000Z,,2026-02-12T18:53:22.193666Z,2764.0,CWLQFHAM,1917,79,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e175e8f26033e42c5ef7a,5fb9b9c1c62f408e51e09e32,AWAITING REVIEW,Not Applicable,2026-02-12T18:09:39.207000Z,2026-02-12T18:35:24.592000Z,,2026-02-12T18:35:24.990811Z,1546.0,CWLQFHAM,9961,72,Female,White,United States,United States,United States,English,No,Part-Time
698e17df17c80273bf3b3790,66343f7910c04370761ae595,AWAITING REVIEW,Not Applicable,2026-02-12T18:11:43.410000Z,2026-02-12T18:36:48.585000Z,,2026-02-12T18:36:48.925297Z,1506.0,CWLQFHAM,2622,62,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
698e17e6359da9fae17449e9,66d6584b97d5a0cfa409a09b,AWAITING REVIEW,Not Applicable,2026-02-12T18:11:55.863000Z,2026-02-12T18:37:11.021000Z,,2026-02-12T18:37:11.396265Z,1516.0,CWLQFHAM,1878,37,Female,White,United States,United States,United States,English,No,Full-Time
698e1834074f752c58e82ddd,5d4a36e8a61675000169036f,AWAITING REVIEW,Not Applicable,2026-02-12T18:13:23.460000Z,2026-02-12T18:36:13.590000Z,,2026-02-12T18:36:14.013681Z,1371.0,CWLQFHAM,8190,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
698e1840cc755c3dc1f31942,66e88979d6bb95675bfdd165,AWAITING REVIEW,Not Applicable,2026-02-12T18:13:24.914000Z,2026-02-12T18:43:15.498000Z,,2026-02-12T18:43:15.858689Z,1791.0,CWLQFHAM,2278,54,Female,White,United States,United States,United States,English,No,Full-Time
698e18b40f595779705be68a,682c3f62f2680e9a67130379,AWAITING REVIEW,Not Applicable,2026-02-12T18:15:27.745000Z,2026-02-12T18:48:27.654000Z,,2026-02-12T18:48:27.987189Z,1980.0,CWLQFHAM,2681,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
698e1956ca9a6275a76b0899,67ea8e9f51f8c1e6ffbb8f3b,RETURNED,Not Applicable,2026-02-12T18:18:45.163000Z,,,2026-02-13T15:06:22.383001Z,,,2964,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e1987315233065571198c,5cc5e72ce3c44e0015fdf990,AWAITING REVIEW,Not Applicable,2026-02-12T18:25:00.077000Z,2026-02-12T19:04:55.667000Z,,2026-02-12T19:04:56.004894Z,2396.0,CWLQFHAM,11754,31,Male,White,United States,United States,United States,English,No,Full-Time
698e19aa474a3a2f9ff3fcef,67c70ef486c8488303c97ed5,RETURNED,Not Applicable,2026-02-12T18:19:33.431000Z,,,2026-02-13T15:06:22.388119Z,,,3445,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698e1a147c8d2bf21b7dcfb3,66c396ad1fd21de8d95c3921,AWAITING REVIEW,Not Applicable,2026-02-12T18:21:15.631000Z,2026-02-12T18:51:30.841000Z,,2026-02-12T18:51:31.189843Z,1816.0,CWLQFHAM,1428,24,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Part-Time
698e1a50ddae662d5bbc0549,6791752090260ac20edb1437,RETURNED,Not Applicable,2026-02-12T18:22:30.589000Z,,,2026-02-13T15:06:22.391414Z,,,995,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
